城市行政区划代码,城市名,地铁站ID,地铁站名,经度,纬度,所属线路
3100,上海,310100024518011,南翔,121.323141,31.296952,310100024518|310100027601
3100,上海,310100024518012,桃浦新村,121.349623,31.281603,310100024518|310100027601
3100,上海,310100024518013,武威路,121.364678,31.276646,310100027601|310100024518
3100,上海,310100024518014,祁连山路,121.376035,31.271650,310100027601|310100024518
3100,上海,310100024518015,李子园,121.389969,31.269020,310100027601|310100024518
3100,上海,310100024518016,上海西站,121.400926,31.262693,310100027601|310100024518|900000070795
3100,上海,310100024518017,真如,121.407219,31.250767,310100027601|310100024518
3100,上海,310100024518018,枫桥路,121.411402,31.241850,310100027601|310100024518
3100,上海,310100024518020,隆德路,121.423576,31.230509,310100024518|310100027601|310100024524
3100,上海,310100024518024,上海游泳馆,121.441424,31.179123,310100027601|310100024518
3100,上海,310100024518025,龙华,121.452958,31.172672,310100027601|310100024518|310100025711
3100,上海,310100024518026,云锦路,121.458519,31.166488,310100027601|310100024518
3100,上海,310100024518027,龙耀路,121.459702,31.159720,310100024518|310100027601
3100,上海,310100024518029,三林,121.511594,31.143172,310100024518|310100027601
3100,上海,310100024518030,三林东,121.522999,31.146459,310100024518|310100027601
3100,上海,310100024518031,浦三路,121.539005,31.150861,310100027601|310100024518
3100,上海,310100024518032,御桥,121.570914,31.158131,310100024518|310100027601
3100,上海,310100024518033,罗山路,121.593152,31.153259,310100027601|310100024518|310100024526
3100,上海,310100024518034,秀沿路,121.598390,31.138128,310100027601|310100024518
3100,上海,310100024518035,康新公路,121.617199,31.130439,310100027601|310100024518
3100,上海,310100024518036,迪士尼,121.667959,31.141263,310100027601|310100024518
3100,上海,310100024518008,上海赛车场,121.226098,31.331898,310100024518
3100,上海,310100024518007,昌吉东路,121.200384,31.293620,310100024518
3100,上海,310100024518006,上海汽车城,121.180742,31.285403,310100024518
3100,上海,310100024518005,安亭,121.161985,31.288490,310100024518
3100,上海,310100024518004,兆丰路,121.150315,31.289048,310100024518
3100,上海,310100024518003,光明路,121.117186,31.296210,310100024518
3100,上海,310100024518002,花桥,121.104407,31.298790,310100024518
3100,上海,310100025711033,七莘路,121.362464,31.131638,310100025711
3100,上海,310100025711032,虹莘路,121.380348,31.137448,310100025711
3100,上海,310100025711031,顾戴路,121.391856,31.140890,310100025711
3100,上海,310100025711030,东兰路,121.391915,31.155823,310100025711
3100,上海,310100025711029,虹梅路,121.397250,31.160350,310100025711
3100,上海,310100025711028,虹漕路,121.410553,31.164033,310100025711
3100,上海,310100025711027,桂林公园,121.419654,31.166986,310100025711|900000070795
3100,上海,310100025711015,国际客运中心,121.498158,31.250160,310100025711
3100,上海,310100025711014,提篮桥,121.506801,31.253518,310100025711
3100,上海,310100025711012,江浦公园,121.523697,31.264570,310100025711
3100,上海,310100025711011,宁国路,121.532352,31.268574,310100025711
3100,上海,310100025711010,隆昌路,121.544692,31.275213,310100025711
3100,上海,310100025711009,爱国路,121.552655,31.279788,310100025711
3100,上海,310100025711008,复兴岛,121.561315,31.280779,310100025711
3100,上海,310100025711007,东陆路,121.579124,31.282533,310100025711
3100,上海,310100025711005,杨高北路,121.602960,31.280092,310100025711
3100,上海,310100025711004,金京路,121.615477,31.279823,310100025711
3100,上海,310100025711003,申江路,121.626863,31.280231,310100025711
3100,上海,310100024524008,金运路,121.319308,31.240986,310100024524
3100,上海,310100024524007,金沙江西路,121.335156,31.241152,310100024524
3100,上海,310100024524006,丰庄,121.355141,31.242553,310100024524
3100,上海,310100024524005,祁连山南路,121.367275,31.237625,310100024524
3100,上海,310100024524004,真北路,121.381946,31.232243,310100024524
3100,上海,310100024524003,大渡河路,121.394431,31.231752,310100024524|900000070795
3100,上海,310100024524010,武宁路,121.430504,31.234346,310100024524
3100,上海,310100024524020,江宁路,121.444830,31.244282,310100024524
3100,上海,310100024524018,自然博物馆,121.462366,31.236451,310100024524
3100,上海,310100024524016,淮海中路,121.464514,31.220280,310100024524
3100,上海,310100024524013,世博会博物馆,121.481592,31.197572,310100024524
3100,上海,310100024524012,世博大道,121.484313,31.182789,310100024524
3100,上海,310100024524029,华鹏路,121.526567,31.176276,310100024524
3100,上海,310100024524028,下南路,121.540189,31.179295,310100024524
3100,上海,310100024524027,北蔡,121.552017,31.180131,310100024524
3100,上海,310100024524026,陈春路,121.557708,31.174756,310100024524
3100,上海,310100024524025,莲溪路,121.566414,31.169110,310100024524
3100,上海,310100024524024,华夏中路,121.583109,31.175759,310100024524|310100024526
3100,上海,310100024524023,中科路,121.602465,31.178862,310100024524
3100,上海,310100024524022,学林路,121.614363,31.183476,310100024524
3100,上海,310100024524021,张江路,121.629182,31.189130,310100024524
3100,上海,900000070795002,锦秋路,121.381765,31.320184,900000070795
3100,上海,900000070795003,丰翔路,121.380872,31.308218,900000070795
3100,上海,900000070795004,南大路,121.380097,31.299117,900000070795
3100,上海,900000070795005,祁安路,121.38488,31.291527,900000070795
3100,上海,900000070795006,古浪路,121.392261,31.284858,900000070795
3100,上海,900000070795007,武威东路,121.391307,31.275685,900000070795
3100,上海,310100027599009,铜川路,121.397078,31.250743,310100027599|900000070795
3100,上海,900000070795010,梅岭北路,121.39697,31.242948,900000070795
3100,上海,900000070795012,长风公园,121.396178,31.226257,900000070795
3100,上海,900000070795014,红宝石路,121.398344,31.198685,900000070795
3100,上海,900000070795015,姚虹路,121.406699,31.191535,900000070795
3100,上海,900000070795016,吴中路,121.413457,31.186765,900000070795
3100,上海,900000070795020,华东理工大学,121.429092,31.142709,900000070795
3100,上海,900000070795021,罗秀路,121.435806,31.131552,900000070795
3100,上海,900000070795022,朱梅路,121.437804,31.124364,900000070795
3100,上海,900000070795023,华泾西,121.440138,31.113429,900000070795
3100,上海,900000070795024,虹梅南路,121.432964,31.103976,900000070795
3100,上海,900000070795025,景西路,121.41876,31.099727,900000070795
3100,上海,900000070795026,曙建路,121.417897,31.090625,900000070795
3100,上海,900000070795027,双柏路,121.42175,31.083214,900000070795
3100,上海,900000070795028,元江路,121.431901,31.062815,900000070795
3100,上海,900000070795029,永德路,121.443203,31.039147,900000070795
3100,上海,900000070795030,紫竹高新区,121.451012,31.023661,900000070795
3100,上海,310100024526011,周浦东,121.606895,31.110038,310100024526
3100,上海,310100024526010,鹤沙航城,121.611239,31.077797,310100024526
3100,上海,310100024526009,航头东,121.617494,31.054919,310100024526
3100,上海,310100024526008,新场,121.648980,31.045561,310100024526
3100,上海,310100024526007,野生动物园,121.699218,31.050325,310100024526
3100,上海,310100024526006,惠南,121.761677,31.053828,310100024526
3100,上海,310100024526005,惠南东,121.793800,31.026448,310100024526
3100,上海,310100024526004,书院,121.850520,30.959264,310100024526
3100,上海,310100024526003,临港大道,121.910851,30.923519,310100024526
3100,上海,310100024526002,滴水湖,121.929583,30.907245,310100024526
3100,上海,900000039799012,诸光路,121.293040,31.191678,900000039799
3100,上海,900000039799011,蟠龙路,121.278645,31.186328,900000039799
3100,上海,900000039799010,徐盈路,121.253976,31.178101,900000039799
3100,上海,900000039799009,徐泾北城,121.241668,31.175518,900000039799
3100,上海,900000039799008,嘉松中路,121.223916,31.164099,900000039799
3100,上海,900000039799007,赵巷,121.192279,31.161247,900000039799
3100,上海,900000039799006,汇金路,121.151665,31.161221,900000039799
3100,上海,900000039799005,青浦新城,121.125670,31.158925,900000039799
3100,上海,900000039799004,漕盈路,121.096889,31.160467,900000039799
3100,上海,900000039799003,淀山湖大道,121.082134,31.134460,900000039799
3100,上海,900000039799002,朱家角,121.048989,31.100594,900000039799
3100,上海,900000039799001,东方绿舟,121.019534,31.098544,900000039799
3100,上海,900000059773020,康桥,121.567342,31.134504,900000059773
3100,上海,900000059773021,周浦,121.567589,31.113461,900000059773
3100,上海,900000059773022,繁荣路,121.570547,31.102554,900000059773
3100,上海,900000059773023,沈梅路,121.580094,31.091457,900000059773
3100,上海,900000059773024,鹤涛路,121.58596,31.07186,900000059773
3100,上海,900000059773025,下沙,121.588988,31.054396,900000059773
3100,上海,900000059773026,航头,121.596083,31.037305,900000059773
3100,上海,900000039797005,三鲁公路,121.527389,31.056108,900000039797
3100,上海,900000039797004,闵瑞路,121.530323,31.047956,900000039797
3100,上海,900000039797003,浦航路,121.530591,31.040993,900000039797
3100,上海,900000039797002,东城一路,121.532093,31.030390,900000039797
3100,上海,900000039797001,汇臻路,121.524558,31.025245,900000039797
4401,广州,440100023043015,西塱,113.231978,23.065437,440100023049|440100023043
4401,广州,440100023049016,坑口,113.232498,23.078878,440100023049
4401,广州,440100023049015,花地湾,113.234030,23.087055,440100023049
4401,广州,440100023049014,芳村,113.235703,23.098592,440100023049
4401,广州,440100023049013,黄沙,113.239856,23.110524,440100023049|440100023053
4401,广州,440100023049012,长寿路,113.242271,23.118402,440100023049
4401,广州,440100023047028,陈家祠,113.246439,23.125727,440100023049|440100023047
4401,广州,440100023049010,西门口,113.255830,23.125219,440100023049
4401,广州,440100023049009,公园前,113.264315,23.125446,440100023049|440100023308
4401,广州,440100023049008,农讲所,113.275602,23.126623,440100023049
4401,广州,440100023049007,烈士陵园,113.285663,23.126704,440100023049
4401,广州,440100023049006,东山口,113.295373,23.123980,440100023049|440100023053
4401,广州,440100023037012,杨箕,113.308877,23.128137,440100023049|440100023037
4401,广州,440100023031015,体育西路,113.321503,23.131138,440100023049|440100023033|440100023031
4401,广州,440100023049003,体育中心,113.328376,23.134970,440100023049
4401,广州,440100023031013,广州东站,113.324851,23.150968,440100023049|440100023031
4401,广州,440100023308002,广州南站,113.269125,22.988980,440100023308|900000043742
4401,广州,440100023308003,石壁,113.277964,22.994136,440100023308|900000043742
4401,广州,440100023308004,会江,113.286394,23.013047,440100023308
4401,广州,440100023308005,南浦,113.293154,23.032929,440100023308
4401,广州,440100023308006,洛溪,113.298665,23.042896,440100023308
4401,广州,440100023043026,南洲,113.297367,23.064799,440100023308|440100023043
4401,广州,440100023308008,东晓南,113.294174,23.071333,440100023308
4401,广州,440100023308009,江泰路,113.280570,23.082231,440100023308
4401,广州,440100023047005,昌岗,113.276885,23.090654,440100023308|440100023047
4401,广州,440100023308011,江南西,113.273918,23.097214,440100023308
4401,广州,440100023308012,市二宫,113.269890,23.105996,440100023308
4401,广州,440100023053014,海珠广场,113.265344,23.114796,440100023308|440100023053
4401,广州,440100023308015,纪念堂,113.263431,23.132179,440100023308
4401,广州,440100023308016,越秀公园,113.261366,23.140041,440100023308
4401,广州,440100023037007,广州火车站,113.256603,23.148143,440100023308|440100023037
4401,广州,440100023308018,三元里,113.256851,23.159402,440100023308
4401,广州,440100023308019,飞翔公园,113.263752,23.168915,440100023308
4401,广州,440100023308020,白云公园,113.270966,23.181613,440100023308
4401,广州,440100023308021,白云文化广场,113.275602,23.189574,440100023308
4401,广州,440100023308022,萧岗,113.280697,23.198580,440100023308
4401,广州,440100023308023,江夏,113.283451,23.211301,440100023308
4401,广州,440100023308024,黄边,113.287376,23.221645,440100023308
4401,广州,440100023031006,嘉禾望岗,113.289243,23.237460,440100023308|440100023031|900000074701
4401,广州,440100023033002,番禺广场,113.385642,22.935482,440100023033
4401,广州,440100023033003,市桥,113.361726,22.949743,440100023033
4401,广州,440100023033004,汉溪长隆,113.330170,22.992931,440100023033|900000043742
4401,广州,440100023033005,大石,113.321744,23.017761,440100023033
4401,广州,440100023033006,厦滘,113.320837,23.038007,440100023033
4401,广州,440100023033007,沥滘,113.319077,23.054898,440100023033|440100023043
4401,广州,440100023033008,大塘,113.321677,23.077974,440100023033
4401,广州,440100023033009,客村,113.320331,23.096197,440100023033|440100023047
4401,广州,440100023025002,广州塔,113.323618,23.106375,440100023033|440100023025
4401,广州,440100023033011,珠江新城,113.321206,23.119293,440100023033|440100023037
4401,广州,440100023033013,石牌桥,113.332124,23.133135,440100023033
4401,广州,440100023033014,岗顶,113.339601,23.134880,440100023033
4401,广州,440100023033015,华师,113.345349,23.140306,440100023033
4401,广州,440100023033016,五山,113.351812,23.152833,440100023033
4401,广州,440100023033017,天河客运站,113.343600,23.171000,440100023033|440100023053
4401,广州,440100023031016,机场北(2号航站楼),113.305659,23.396197,440100023031
4401,广州,440100023031002,机场南(1号航站楼),113.303048,23.386627,440100023031
4401,广州,440100023031003,高增,113.295504,23.355162,440100023031|900000043839
4401,广州,440100023031004,人和,113.295995,23.335224,440100023031
4401,广州,440100023031005,龙归,113.300834,23.288736,440100023031
4401,广州,440100023031007,白云大道北,113.298178,23.222382,440100023031
4401,广州,440100023031008,永泰,113.306295,23.220226,440100023031
4401,广州,440100023031009,同和,113.326264,23.197060,440100023031
4401,广州,440100023031010,京溪南方医院,113.326126,23.185225,440100023031
4401,广州,440100023031011,梅花园,113.320507,23.175211,440100023031
4401,广州,440100023031012,燕塘,113.327132,23.159980,440100023031|440100023053
4401,广州,440100023025010,林和西,113.323947,23.141525,440100023031|440100023025
4401,广州,440100023035002,黄村,113.407274,23.131814,440100023035|900000046003
4401,广州,440100023035003,车陂,113.395548,23.124465,440100023035
4401,广州,440100023035004,车陂南,113.389561,23.115930,440100023035|440100023037
4401,广州,440100023035005,万胜围,113.384796,23.097712,440100023035|440100023047
4401,广州,440100023035006,官洲,113.376846,23.066862,440100023035
4401,广州,440100023035007,大学城北,113.385639,23.058091,440100023035
4401,广州,440100023035008,大学城南,113.400557,23.043313,440100023035|900000043742
4401,广州,440100023035009,新造,113.415714,23.028182,440100023035
4401,广州,440100023035011,石碁,113.465198,22.957262,440100023035
4401,广州,440100023035012,海傍,113.475343,22.939563,440100023035
4401,广州,440100023035013,低涌,113.484809,22.919557,440100023035
4401,广州,440100023035014,东涌,113.478928,22.885635,440100023035
4401,广州,440100023035015,庆盛,113.490456,22.866999,440100023035
4401,广州,440100023035016,黄阁汽车城,113.509719,22.835812,440100023035
4401,广州,440100023035017,黄阁,113.518768,22.824736,440100023035
4401,广州,440100023035018,蕉门,113.527502,22.800704,440100023035
4401,广州,440100023035019,金洲,113.538886,22.792178,440100023035
4401,广州,440100023035020,飞沙角,113.540758,22.781854,440100023035
4401,广州,440100023035021,广隆,113.540728,22.772143,440100023035
4401,广州,440100023035022,大涌,113.555975,22.759076,440100023035
4401,广州,440100023035023,塘坑,113.573064,22.753098,440100023035
4401,广州,440100023035024,南横,113.594381,22.747885,440100023035
4401,广州,440100023035025,南沙客运港,113.610968,22.766988,440100023035
4401,广州,440100023037002,滘口,113.208440,23.113796,440100023037
4401,广州,440100023037003,坦尾,113.218387,23.125234,440100023037|440100023053
4401,广州,440100023037004,中山八,113.232727,23.126046,440100023037
4401,广州,440100023037005,西场,113.238056,23.137381,440100023037
4401,广州,440100023037006,西村,113.242019,23.142012,440100023037
4401,广州,440100023037008,小北,113.276905,23.139424,440100023037
4401,广州,440100023037009,淘金,113.286549,23.136365,440100023037
4401,广州,440100023037010,区庄,113.296725,23.134483,440100023037|440100023053
4401,广州,440100023037011,动物园,113.307291,23.134503,440100023037
4401,广州,440100023037013,五羊邨,113.314249,23.119843,440100023037
4401,广州,440100023037015,猎德,113.332105,23.118539,440100023037
4401,广州,440100023037016,潭村,113.345949,23.117366,440100023037
4401,广州,440100023037017,员村,113.363663,23.115768,440100023037|900000046003
4401,广州,440100023037018,科韵路,113.377215,23.119280,440100023037
4401,广州,440100023037020,东圃,113.401562,23.109392,440100023037
4401,广州,440100023037021,三溪,113.415784,23.104098,440100023037
4401,广州,440100023037022,鱼珠,113.432261,23.100431,440100023037|900000071578
4401,广州,440100023037023,大沙地,113.446074,23.103227,440100023037
4401,广州,440100023037024,大沙东,113.458515,23.106216,440100023037
4401,广州,440100023037025,文冲,113.469004,23.103796,440100023037
4401,广州,440100023053024,香雪,113.501224,23.172382,440100023053
4401,广州,440100023053025,萝岗,113.481288,23.175137,440100023053
4401,广州,440100023053026,苏元,113.468482,23.170970,440100023053|900000046003
4401,广州,440100023053027,暹岗,113.460177,23.172296,440100023053
4401,广州,440100023053028,金峰,113.451182,23.181468,440100023053
4401,广州,440100023053029,黄陂,113.433738,23.188379,440100023053
4401,广州,440100023053030,高塘石,113.410408,23.191057,440100023053
4401,广州,440100023053031,柯木塱,113.395991,23.193462,440100023053
4401,广州,440100023053032,龙洞,113.377520,23.190960,440100023053
4401,广州,440100023053033,植物园,113.365686,23.190164,440100023053
4401,广州,440100023053002,长湴,113.349435,23.178502,440100023053
4401,广州,440100023053005,天平架,113.321353,23.159525,440100023053
4401,广州,440100023053007,沙河顶,113.306967,23.147276,440100023053
4401,广州,440100023053008,黄花岗,113.299907,23.141128,440100023053
4401,广州,440100023053011,东湖,113.288583,23.115102,440100023053
4401,广州,440100023053012,团一大广场,113.278266,23.118111,440100023053
4401,广州,440100023053013,北京路,113.270268,23.118730,440100023053
4401,广州,440100023053015,一德路,113.257200,23.113036,440100023053
4401,广州,440100023047015,文化公园,113.248976,23.109186,440100023053|440100023047
4401,广州,440100023053018,如意坊,113.231208,23.114978,440100023053
4401,广州,440100023053020,河沙,113.217405,23.135576,440100023053
4401,广州,440100023053021,沙贝,113.211397,23.152430,440100023053
4401,广州,440100023053022,横沙,113.206791,23.158187,440100023053
4401,广州,440100023053023,浔峰岗,113.201941,23.164110,440100023053
4401,广州,900000043742002,板桥,113.388139,23.016845,900000043742
4401,广州,900000043742003,员岗,113.365641,23.015962,900000043742
4401,广州,900000043742004,南村万博,113.347555,23.004769,900000043742
4401,广州,900000043742006,钟村,113.316980,22.986437,900000043742
4401,广州,900000043742007,谢村,113.295832,22.990579,900000043742
4401,广州,440100023047017,滘心,113.216982,23.236888,440100023047
4401,广州,440100023047018,亭岗,113.219962,23.222616,440100023047
4401,广州,440100023047019,石井,113.231799,23.211101,440100023047
4401,广州,440100023047020,小坪,113.243052,23.200518,440100023047
4401,广州,440100023047021,石潭,113.241010,23.187843,440100023047
4401,广州,440100023047022,聚龙,113.238751,23.181252,440100023047
4401,广州,440100023047023,上步,113.235759,23.170978,440100023047
4401,广州,440100023047024,同德,113.234705,23.163525,440100023047
4401,广州,440100023047025,鹅掌坦,113.235849,23.156363,440100023047
4401,广州,440100023047029,华林寺,113.247287,23.118082,440100023047
4401,广州,440100023047016,同福西,113.252403,23.101546,440100023047
4401,广州,440100023047002,凤凰新村,113.255994,23.094705,440100023047
4401,广州,440100023043019,沙园,113.260584,23.088625,440100023047|440100023043
4401,广州,440100023047004,宝岗大道,113.269700,23.086027,440100023047
4401,广州,440100023047006,晓港,113.281883,23.093066,440100023047
4401,广州,440100023047007,中大,113.292863,23.092124,440100023047
4401,广州,440100023047008,鹭江,113.308219,23.095331,440100023047
4401,广州,440100023047010,赤岗,113.334825,23.096432,440100023047
4401,广州,440100023047011,磨碟沙,113.341285,23.098689,440100023047
4401,广州,440100023047012,新港东,113.357010,23.098722,440100023047
4401,广州,440100023047013,琶洲,113.366700,23.098516,440100023047
4401,广州,900000043839011,清塘,113.262858,23.372206,900000043839
4401,广州,900000043839009,清布,113.250989,23.378122,900000043839
4401,广州,900000043839008,莲塘,113.245149,23.389101,900000043839
4401,广州,900000043839007,马鞍山公园,113.237846,23.399699,900000043839
4401,广州,900000043839006,花都广场,113.222628,23.401307,900000043839
4401,广州,900000043839005,花果山公园,113.218389,23.387119,900000043839
4401,广州,900000043839004,花城路,113.212740,23.379622,900000043839
4401,广州,900000043839003,广州北站,113.201568,23.376419,900000043839
4401,广州,900000043839002,花都汽车城,113.180367,23.379671,900000043839
4401,广州,900000043839001,飞鹅岭,113.155127,23.378345,900000043839
4401,广州,900000071578002,裕丰围,113.455011,23.094934,900000071578
4401,广州,900000071578003,双岗,113.474331,23.094468,900000071578
4401,广州,900000071578004,南海神庙,113.497434,23.083718,900000071578
4401,广州,900000071578005,夏园,113.518376,23.082901,900000071578
4401,广州,900000071578006,南岗,113.541438,23.095253,900000071578
4401,广州,900000071578007,沙村,113.570399,23.110590,900000071578
4401,广州,900000071578008,白江,113.595627,23.123235,900000071578
4401,广州,900000071578009,新塘,113.604472,23.131731,900000071578
4401,广州,900000071578010,官湖,113.636569,23.137226,900000071578
4401,广州,900000071578011,新沙,113.649417,23.136863,900000071578
4401,广州,900000074701002,白云东平,113.317841,23.251170,900000074701
4401,广州,900000074701003,夏良,113.323505,23.277704,900000074701
4401,广州,900000074701004,太和,113.347197,23.299284,900000074701
4401,广州,900000074701005,竹料,113.368332,23.348496,900000074701
4401,广州,900000074701006,钟落潭,113.400686,23.375649,900000074701
4401,广州,900000074701007,马沥,113.450388,23.393877,900000074701
4401,广州,900000074701008,新和,113.467060,23.413259,900000074701|900000074703
4401,广州,900000074701009,太平,113.491955,23.452090,900000074701
4401,广州,900000074701010,神岗,113.517396,23.475101,900000074701
4401,广州,900000074701011,赤草,113.560256,23.501220,900000074701
4401,广州,900000074701012,从化客运站,113.594721,23.531769,900000074701
4401,广州,900000074701013,东风,113.600801,23.566233,900000074701
4401,广州,900000074703002,红卫,113.487415,23.399261,900000074703
4401,广州,900000074703003,新南,113.495228,23.377232,900000074703
4401,广州,900000074703004,枫下,113.508322,23.363059,900000074703
4401,广州,900000074703005,知识城,113.525198,23.349377,900000074703
4401,广州,900000074703006,何棠下,113.543688,23.331190,900000074703
4401,广州,900000074703007,旺村,113.551749,23.323256,900000074703
4401,广州,900000074703008,汤村,113.564686,23.307382,900000074703
4401,广州,900000074703009,镇龙北,113.576945,23.289584,900000074703
4401,广州,900000046003007,镇龙,113.593000,23.284514,900000074703|900000046003
4401,广州,900000046003032,天河公园,113.362879,23.125317,900000046003
4401,广州,900000046003031,棠东,113.389329,23.130979,900000046003
4401,广州,900000046003029,大观南路,113.406947,23.144575,900000046003
4401,广州,900000046003028,天河智慧城,113.403184,23.163275,900000046003
4401,广州,900000046003027,神舟路,113.431334,23.165215,900000046003
4401,广州,900000046003026,科学城,113.449250,23.165651,900000046003
4401,广州,900000046003024,水西,113.479492,23.186954,900000046003
4401,广州,900000046003023,长平,113.489704,23.210341,900000046003
4401,广州,900000046003022,金坑,113.526727,23.249328,900000046003
4401,广州,900000046003008,镇龙西,113.573793,23.278088,900000046003
4401,广州,900000046003006,中新,113.613131,23.285303,900000046003
4401,广州,900000046003005,坑贝,113.642606,23.278769,900000046003
4401,广州,900000046003004,凤岗,113.670634,23.275961,900000046003
4401,广州,900000046003021,朱村,113.701415,23.272316,900000046003
4401,广州,900000046003003,山田,113.744543,23.276428,900000046003
4401,广州,900000046003002,钟岗,113.792047,23.279317,900000046003
4401,广州,900000046003001,增城广场,113.814472,23.278024,900000046003
4401,广州,440100023025003,海心沙,113.324412,23.111545,440100023025
4401,广州,440100023025004,大剧院,113.324460,23.116138,440100023025
4401,广州,440100023025005,花城大道,113.324718,23.119223,440100023025
4401,广州,440100023025006,妇儿中心,113.324558,23.122553,440100023025
4401,广州,440100023025007,黄埔大道,113.324490,23.127054,440100023025
4401,广州,440100023025008,天河南,113.324479,23.131384,440100023025
4401,广州,440100023025009,体育中心南,113.324309,23.134281,440100023025
4401,广州,440100023043025,石溪,113.285951,23.067937,440100023043
4401,广州,440100023043020,燕岗,113.271988,23.075142,440100023043
4401,广州,440100023043018,沙涌,113.246794,23.083043,440100023043
4401,广州,440100023043017,鹤洞,113.240153,23.072495,440100023043
4401,广州,440100023043014,菊树,113.212863,23.065868,440100023043
4401,广州,440100023043013,龙溪,113.192391,23.066029,440100023043
4401,广州,440100023043012,金融高新区,113.158548,23.065814,440100023043
4401,广州,440100023043011,千灯湖,113.155356,23.054818,440100023043
4401,广州,440100023043016,礌岗,113.155426,23.042607,440100023043
4401,广州,440100023043009,南桂路,113.154139,23.034167,440100023043
4401,广州,440100023043008,桂城,113.141432,23.031674,440100023043
4401,广州,440100023043007,朝安,113.133537,23.027676,440100023043
4401,广州,440100023043006,普君北路,113.122240,23.027678,440100023043
4401,广州,440100023043005,祖庙,113.112099,23.027073,440100023043
4401,广州,440100023043004,同济路,113.108503,23.019222,440100023043
4401,广州,440100023043003,季华园,113.108547,23.007104,440100023043
4401,广州,440100023043002,魁奇路,113.108612,22.993964,440100023043
4401,广州,440100023043024,澜石,113.107107,22.983985,440100023043
4401,广州,440100023043023,世纪莲,113.114917,22.965147,440100023043
4401,广州,440100023043022,东平,113.129190,22.965266,440100023043
4401,广州,440100023043021,新城东,113.140008,22.958653,440100023043
4403,深圳,440300024063031,罗湖,114.118666,22.532083,440300024063
4403,深圳,440300024063030,国贸,114.118909,22.539680,440300024063
4403,深圳,440300024060022,老街,114.116939,22.544232,440300024063|440300024060
4403,深圳,440300024063028,大剧院,114.107811,22.541800,440300024063|440300024076
4403,深圳,440300024046036,科学馆,114.095173,22.540618,440300024063|440300024046
4403,深圳,440300024063026,华强路,114.085133,22.540459,440300024063
4403,深圳,440300024063025,岗厦,114.068190,22.534854,440300024063|900000055265
4403,深圳,440300024063024,会展中心,114.061101,22.534769,440300024063|440300024074
4403,深圳,440300024060029,购物公园,114.054581,22.534655,440300024063|440300024060
4403,深圳,440300024063022,香蜜湖,114.038637,22.538887,440300024063
4403,深圳,440300024050011,车公庙,114.025830,22.536247,440300024063|440300024050|440300024054|440300024056
4403,深圳,440300024063020,竹子林,114.013917,22.533357,440300024063
4403,深圳,440300024063019,侨城东,113.996651,22.532406,440300024063
4403,深圳,440300024063018,华侨城,113.985369,22.533489,440300024063
4403,深圳,440300024063017,世界之窗,113.974216,22.536900,440300024063|440300024076
4403,深圳,440300024063016,白石洲,113.967048,22.539604,440300024063
4403,深圳,440300024063015,高新园,113.953842,22.540236,440300024063
4403,深圳,440300024063014,深大,113.944173,22.538667,440300024063
4403,深圳,440300024063013,桃园,113.924857,22.532357,440300024063
4403,深圳,440300024063012,大新,113.915072,22.532232,440300024063
4403,深圳,440300024063011,鲤鱼门,113.903079,22.532005,440300024063
4403,深圳,440300024056006,前海湾,113.897932,22.537121,440300024063|440300024058|440300024056
4403,深圳,440300024063009,新安,113.894625,22.547468,440300024063
4403,深圳,440300024058025,宝安中心,113.887233,22.554575,440300024063|440300024058
4403,深圳,440300024063007,宝体,113.880641,22.560741,440300024063
4403,深圳,440300024063006,坪洲,113.870711,22.568908,440300024063
4403,深圳,440300024063005,西乡,113.863048,22.575149,440300024063
4403,深圳,440300024063004,固戍,113.846792,22.601363,440300024063
4403,深圳,440300024063003,后瑞,113.835449,22.628835,440300024063
4403,深圳,440300024063002,机场东,113.822634,22.647001,440300024063
4403,深圳,440300024058035,赤湾,113.897525,22.479227,440300024076|440300024058
4403,深圳,440300024076003,蛇口港,113.912331,22.476626,440300024076
4403,深圳,440300024076004,海上世界,113.915111,22.485101,440300024076
4403,深圳,440300024076005,水湾,113.919686,22.488389,440300024076
4403,深圳,440300024076006,东角头,113.931149,22.486325,440300024076
4403,深圳,440300024076007,湾厦,113.938604,22.493353,440300024076
4403,深圳,440300024076008,海月,113.937715,22.500409,440300024076
4403,深圳,440300024076009,登良,113.937602,22.509146,440300024076
4403,深圳,440300024056016,后海,113.942498,22.518422,440300024056|440300024076
4403,深圳,440300024076011,科苑,113.946195,22.527019,440300024076
4403,深圳,440300024076012,红树湾,113.968432,22.525142,440300024076
4403,深圳,440300024076014,侨城北,113.989148,22.543992,440300024076
4403,深圳,440300024076015,深康,113.998846,22.546456,440300024076
4403,深圳,440300024050009,安托山,114.006236,22.548785,440300024050|440300024076
4403,深圳,440300024076017,侨香,114.014378,22.549784,440300024076
4403,深圳,440300024076018,香蜜,114.023851,22.552772,440300024076
4403,深圳,440300024076019,香梅北,114.032716,22.553860,440300024076
4403,深圳,440300024054015,景田,114.043343,22.553419,440300024054|440300024076
4403,深圳,440300024076021,莲花西,114.050034,22.546668,440300024076
4403,深圳,440300024056002,福田,114.052879,22.540087,440300024060|440300024056|440300024076
4403,深圳,440300024074013,市民中心,114.061192,22.541744,440300024074|440300024076
4403,深圳,440300024076024,岗厦北,114.068982,22.540858,440300024076
